,U (c_0-s_0),U (c_0-s_1),U (c_0-s_2),U (c_0-s_3),U (c_0-s_4),U (c_1-s_0),U (c_1-s_1),U (c_1-s_2),U (c_1-s_3),U (c_1-s_4),U (c_2-s_0),U (c_2-s_1),U (c_2-s_2),U (c_2-s_3),U (c_2-s_4),U (c_0-s*_0),U (c_0-s*_1),U (c_0-s*_2),U (c_0-s*_3),U (c_0-s*_4),U (c_1-s*_0),U (c_1-s*_1),U (c_1-s*_2),U (c_1-s*_3),U (c_1-s*_4),U (c_2-s*_0),U (c_2-s*_1),U (c_2-s*_2),U (c_2-s*_3),U (c_2-s*_4),U (c_0-c_1),U (c_0-c_2),U (c_1-c_2)
0.578125,0.16997095544921687,0.18126910514068678,0.2251935125703127,0.17079960266215133,0.19799545826624043,0.19459742290975743,0.16494996330006576,0.23284086745062843,0.1932931958317275,0.20256944601681068,0.19369223586888243,0.1719021451206594,0.22142841195311683,0.1982426033611035,0.2008374117219382,0.11178083463113014,0.14269401832752232,0.16756249869180992,0.09067250292485671,0.10335109651443196,0.10045756917163876,0.13208854933474878,0.15267119072305257,0.08788082329808808,0.08475310591361575,0.1089153626141954,0.1355768352285878,0.15603046025008793,0.08331487891549264,0.08743079139735685,0.08761033630172538,0.08154327389941704,0.06797265371274475
0.59375,0.16640021809282496,0.17782430915777442,0.21952010841333802,0.1668334165754733,0.19314941240383943,0.1896579644417182,0.16120999593356963,0.227073702106477,0.1883076508680015,0.19765099148697354,0.18911820880447827,0.16812814534314005,0.2162974226035765,0.19303782896359134,0.19581182466681307,0.11043390290896843,0.1402640195985256,0.16470629621921276,0.08991322517151304,0.10250409539599939,0.09937819359995059,0.130129128139319,0.15026813328762956,0.08715904519927939,0.08419889814901776,0.10750112306788337,0.1334174780535116,0.15317195893392332,0.08265535247275874,0.0867532143730762,0.08722559901395499,0.08112902142049323,0.06785266796488792
0.609375,0.1623951961691843,0.17393708545829772,0.2135844158054192,0.162676679667272,0.1878442222378261,0.18426122723810381,0.15697748237753653,0.2206480956218379,0.18278080807174032,0.19230171149638212,0.18398176863727386,0.16404013150984859,0.21040062512898583,0.18737577407001116,0.1904839132156863,0.10897993322543614,0.1374516795614437,0.16136518175508047,0.08907859246448803,0.10151727380361118,0.09807246511929252,0.12803544257476002,0.14756227873825528,0.08630477801565581,0.08359837887414591,0.1058506048248774,0.13097237387208796,0.1497816717065074,0.08194874567372336,0.08597588654920499,0.08669583008517988,0.08066162468356314,0.06771740462254801
0.625,0.15805596968512559,0.16933214356115645,0.20692119584161336,0.15814486503200145,0.1819932405123677,0.17845729336208235,0.15233999438240914,0.2138171107211822,0.17681297841307872,0.18639966536035474,0.17839233919200168,0.15946324183142296,0.20418657950161942,0.18129827663902343,0.1847417810245433,0.10739859618022987,0.1344391921145083,0.15760454753012268,0.08815549712027178,0.10035802989983988,0.09666595746016415,0.12581179496801967,0.14449700898290063,0.08533709530829779,0.08291926417441178,0.10403967177449175,0.12840058911641836,0.14611469768471236,0.08116516215639369,0.0851128824255951,0.08605692254735174,0.08012120033618378,0.06757382082618775
0.640625,0.15347507084857115,0.16417960320936148,0.20003742239674335,0.15323361443155667,0.1756668958314977,0.17234783516964627,0.14738015202203833,0.20647588987466306,0.17045320001327438,0.18002490028949975,0.17250283925733523,0.1545980181030691,0.19762404654968685,0.17466813800793607,0.17864083444742018,0.10562060183506909,0.1312728960389494,0.15353637634964576,0.0871712623100855,0.09900065982411377,0.09515124301900903,0.12332829991323542,0.14099302883010537,0.08427020201091837,0.08218468629324144,0.10202401293152438,0.1256051742855028,0.14193286260306315,0.08035016189466636,0.0841701668428515,0.08527111219517387,0.07954198049694727,0.0674222263987562
0.65625,0.14864668918490798,0.15883950254882778,0.19258903719452802,0.1481092327395008,0.16894452253162512,0.16585421599880332,0.14226748114549004,0.19876526981291617,0.16377069002039674,0.1734680959842908,0.16633445880241743,0.1494675489372475,0.19054359625829642,0.16754311731625254,0.17211405974607014,0.10356835135157666,0.12793597193504538,0.14906399729691064,0.08608566583052593,0.09748343777309962,0.09356934428520432,0.1205061800274419,0.13710494561505918,0.08318964477198595,0.08141008012411444,0.09982053825598203,0.1225469892647969,0.13756574108333242,0.07945661131855919,0.08313282817827275,0.08436546836612047,0.07891774662065618,0.06726038601300033
0.671875,0.1435918798173579,0.15322988673819105,0.18453855302628588,0.14276609853843641,0.16189380063790065,0.15895021395395764,0.13704749667017843,0.19046292545066623,0.15702031954557846,0.166524361967338,0.1597678426494576,0.1440518437893706,0.18293076234536523,0.16033611070773568,0.16509825622247365,0.1014903473836997,0.12434375483302948,0.14423642249003996,0.08498209614744132,0.09582735080070238,0.09190268598824737,0.11741022192847923,0.13284056066274222,0.08212120419848808,0.08056449175593547,0.0976062068623533,0.11923907437437001,0.1330813260425733,0.07850242452566836,0.08203534820544714,0.0833694831408932,0.07823783445235906,0.06709353753108956
0.6875,0.13829306799138144,0.14729158164053446,0.17607679898696244,0.13721630322928807,0.1548494642520717,0.1518807185117198,0.13177692669924954,0.18178741028406287,0.15009387280634418,0.15940953374002395,0.15320193612020377,0.13862252348388826,0.174996284532707,0.1530461851093056,0.1580357583494822,0.09928840601654063,0.12061267879059395,0.13910507199423813,0.08385920896511256,0.09407998797289113,0.09018633387594402,0.11407332759404834,0.12824919096338047,0.08097969090804841,0.07963680349426783,0.09542173744365719,0.11563485729646356,0.12842394263714674,0.0775087972712262,0.08085186029834057,0.08228125162564315,0.07750792901709815,0.06691472815351356
0.703125,0.13295037868076376,0.1410962576286577,0.16741914999492183,0.13156432394315393,0.14783165435650303,0.144837702882131,0.12649176418016803,0.17266695851804664,0.14314185514124805,0.15202311733574347,0.14648483758338188,0.13312502159147813,0.16672125305201227,0.1456750009787953,0.15088025565734237,0.09694061314591838,0.11676504462397488,0.1337006840473568,0.08266848354999601,0.09223989837692183,0.0884302046783252,0.11040699783682506,0.12338222333711166,0.07982185324108704,0.07863842082258712,0.09324493588106807,0.11192675023556653,0.12359518159006358,0.07650170717677104,0.07966426678180231,0.0811308617434594,0.07673634205089958,0.06672804510479816
0.71875,0.12741501620120294,0.13489525062197244,0.15900890105829357,0.1257943396760396,0.1408348794096806,0.137778295824897,0.12129123215109197,0.1634130084750237,0.13600438860227249,0.14467511742952582,0.1396336579633708,0.1275336382132292,0.15837845045677354,0.13827861576107844,0.1434042235350375,0.09442306645179914,0.11274466532586586,0.128261520356065,0.08139671000907883,0.09029157844417254,0.08657887562557609,0.10654259928807867,0.11834866164837807,0.07864153606274962,0.07760776399946417,0.09106561206836818,0.10821860008577464,0.11871840942104898,0.07549911695316378,0.07847239733648806,0.07995489485825866,0.07594295305466642,0.06653054921495677
