,U (t=T/20),U (t=2T/20),U (t=3T/20),U (t=4T/20),U (t=5T/20),U (t=6T/20),U (t=7T/20),U (t=8T/20),U (t=9T/20),U (t=10T/20),U (t=11T/20),U (t=12T/20),U (t=13T/20),U (t=14T/20),U (t=15T/20),U (t=16T/20),U (t=17T/20),U (t=18T/20),U (t=19T/20),U (t=T)
0.78125,0.10868226661540323,0.09580014898248469,0.09462817546293326,0.09368754188309497,0.09148721623739414,0.09190494452693866,0.09021934526421435,0.09084572870934954,0.08962968992720381,0.0898686367976338,0.09059157556690232,0.08902168095685839,0.09022591801571495,0.09011298906982716,0.08961649491106105,0.08657495896754155,0.0841788705074073,0.08141497633808195,0.07594409448731185,0.06644102094951446
0.796875,0.10384527412735164,0.09280585114703219,0.09158686621435272,0.0909184426210567,0.08889213210372049,0.08927192100864598,0.08794819980335003,0.0882918638555869,0.08729428545796916,0.08760817742148248,0.08815596999437242,0.08689631247536572,0.0878415579061147,0.0877815410108757,0.08723188997856901,0.08475227130658018,0.08275447298773224,0.08013479938397744,0.0752649453180548,0.06649075038931077
0.8125,0.09918687947481823,0.08989838096948893,0.08867637136646953,0.0882188725092,0.08639701120908147,0.08669842653278649,0.08571449106289239,0.08583439872329034,0.08503925503496451,0.08542461753960368,0.08581774491513955,0.08484982874818384,0.08554685046746295,0.08547236826754437,0.08495953236712678,0.08296859854292943,0.08136395102048614,0.07890749712870627,0.07462705601829736,0.06654369918155802
0.828125,0.09475421068311987,0.08711212637696462,0.08592652745216087,0.08566476048401671,0.08406363160211623,0.08427786534020715,0.08358187118561983,0.08349954433632745,0.08291183306451433,0.08331330139422113,0.08361244767125733,0.08287058774960714,0.0832712338107731,0.08328732141428677,0.08280869965107844,0.08121174163861417,0.07998743608362772,0.07771676473722136,0.07402067556595697,0.06659973223491096
0.84375,0.09062830027640961,0.08445005880183508,0.08332778991296401,0.08323132604693968,0.08189596051981152,0.081972596083218,0.08153941772370937,0.08135250090995902,0.08090691980099113,0.08125739120919308,0.08153028003586764,0.08094459136168514,0.08112963734431047,0.08121885299963569,0.08080549679504494,0.07949924347705706,0.0786242737721575,0.07655557482244807,0.07343730918874183,0.06666000746103537
0.859375,0.08684667596759654,0.08195719903714949,0.08092829802086782,0.08097859416978152,0.079843520619633,0.07978208108589685,0.07962144898564685,0.07938295908433342,0.07903350555031491,0.07929058142403979,0.0795658865379559,0.07910352853047005,0.07913570369277939,0.07932112631286234,0.07895353990005499,0.07788848950162361,0.07733875744190363,0.0754283519009148,0.07290819834739433,0.06672488765415097
0.875,0.08343979270599497,0.07966402753267089,0.07874534410721191,0.07891543765827139,0.07793665526735763,0.07777446159161769,0.0778141044246774,0.07758205612937846,0.07729427662623452,0.07746537275386779,0.0777733002214045,0.07740090627954585,0.07730900061895113,0.07756015149696463,0.07726061040376492,0.07642281789177155,0.07613135582843054,0.07438630885493164,0.0723946216360684,0.06679420490828715
0.890625,0.08041043924045821,0.07760672958597936,0.07679229154975106,0.0770576823880777,0.0762309509194533,0.07597449178824568,0.07611005592407627,0.0758925804254867,0.07569557182500808,0.07583466711470715,0.07615705119213029,0.07587080240855304,0.07567703464231545,0.07598043750769468,0.07572745983941354,0.07509539955796338,0.0750102192425206,0.07345160324376308,0.07192559106870045,0.0668687331817168
0.90625,0.07769060118609827,0.07576593723633876,0.07502291338827069,0.07541744832084751,0.07469343665945147,0.07437103405548684,0.07458348177939368,0.07438944878381189,0.07424795381933233,0.07438742598429138,0.07474843275500531,0.07448119710266632,0.07427394989452679,0.07457283199805967,0.07436704967904254,0.07394132574468837,0.0739794104199675,0.07262146467281394,0.0715249615065602,0.06694671632888419
0.921875,0.07531954770377935,0.07417298688511716,0.073483148276277,0.07394796260769802,0.07334720919003526,0.07296396611110215,0.07325806179716217,0.07306146186264639,0.07299892324787152,0.07311293597294548,0.07350699535445307,0.07328029970902597,0.0730870085559403,0.07331459918003991,0.07316540095183946,0.07295352738479491,0.07306104076570673,0.07187921572517056,0.071184560538645,0.06702762801814664
0.9375,0.07341100989364271,0.0728351887420632,0.07219314891022115,0.0726730064200822,0.07221323459257947,0.07179602098290111,0.07212467783559122,0.0719545890759863,0.07193464027672598,0.07202152410202008,0.07242272947761749,0.07225600257555566,0.07210436959682304,0.07220208035737642,0.07214996539931315,0.07212810590644374,0.0722829035558315,0.07124968194265682,0.07092157645246333,0.06711164494322293
0.953125,0.07193009720470941,0.07173802859555883,0.07114866583457828,0.07160716242017012,0.07128384499196835,0.07085692973851725,0.07120637172251595,0.07105780274139938,0.07106998810339797,0.0711304973029947,0.07155209788365116,0.07142214765163546,0.07129382996523188,0.07130164881865442,0.07133191889690715,0.07146637622494095,0.07163597637433133,0.07074171853668083,0.0707439742873791,0.06719997388067317
0.96875,0.07086361395185578,0.07096476922584136,0.07040704513132752,0.07076794571845627,0.07057443895767292,0.07016040696254841,0.07053184492999656,0.07036479694224994,0.07041670740789607,0.07043014831024338,0.07088273811926996,0.0707997387948523,0.0707026439530522,0.07060131231011324,0.07072590533933974,0.07096758371241976,0.07114705392038866,0.07037269659617827,0.07065292056541242,0.0672923650299773
0.984375,0.07024433081775047,0.07047739526460901,0.06996181989849756,0.070225861827316,0.07013449283545863,0.0697219537545181,0.07008852721817885,0.06988564025693594,0.0699793843278215,0.06996850726249039,0.0704341860688496,0.07039597613544064,0.07032008161419347,0.07010863371703213,0.07031421756688755,0.0706535780845335,0.07083584229671848,0.07014607403802683,0.07065651148235556,0.06739093145682068
1.0,0.07009847001308603,0.07027701677769688,0.06981068698183983,0.06997157565944376,0.06998269292912049,0.06955839675647424,0.06986892417902311,0.06965020353140501,0.069791127729615,0.0697517821346185,0.07024546654361616,0.07025357460729816,0.0701839317897629,0.06984874828250265,0.07010780846534789,0.07053394348645634,0.07070362064105895,0.07009119644454664,0.07076795550464154,0.06749502450278928
